application_id,company_experience_years,previous_similar_projects,total_employees,engineers_count,machinery_count,offered_budget_MAD,estimated_budget_MAD,budget_difference_ratio,proposed_duration_days,total_length_km,road_width_m,lanes,category,road_class,terrain_type,soil_type,slope,compliance_issues_count,technical_score,financial_score,is_fraudulent
5235,13,7,513,8,22,80000000,78500000,0.0191,472,133,3,1,Provincial,Secondary,Mixed,Sandy,High,0,75.1,98.12,0
8699,9,5,724,12,16,139000000,93500000,0.4866,563,157,3,1,Provincial,Secondary,Mixed,Clay,Moderate,2,43.56,67.27,1
5966,6,8,427,5,5,63000000,67000000,-0.0597,512,112,3,1,Provincial,Secondary,Desert,Sandy,Low,1,76.12,100.0,0
5024,24,3,270,3,8,256000000,271500000,-0.0571,875,170,7,2,Regional,Secondary,Desert,Clay,Moderate,0,82.72,100.0,0
9560,17,9,389,3,14,347000000,527000000,-0.3416,858,224,7,2,National,Primary,Desert,Rocky,Low,3,53.55,100.0,1
5663,6,6,312,4,5,553500000,586500000,-0.0563,501,91,14,4,Autoroute,Primary,Desert,Clay,Moderate,1,81.94,100.0,0
8338,23,4,245,4,5,1693500000,1215000000,0.3938,594,171,14,4,Autoroute,Primary,Coastal,Clay,Moderate,3,34.65,71.74,1
8717,6,3,602,5,21,210500000,141000000,0.4929,539,164,3,1,Regional,Secondary,Coastal,Sandy,High,3,32.44,66.98,1
3901,7,8,873,11,37,593000000,598000000,-0.0084,616,115,14,4,Autoroute,Primary,Flat,Sandy,Low,0,73.43,100.0,0
6684,8,0,127,1,3,51500000,48000000,0.0729,260,75,3,1,Provincial,Secondary,Mixed,Clay,Moderate,1,86.82,93.2,0
1260,19,9,500,3,7,145000000,147500000,-0.0169,547,240,3,1,Provincial,Secondary,Desert,Clay,High,1,96.48,100.0,0
3691,15,4,961,12,37,1287000000,1329500000,-0.032,625,245,14,4,Autoroute,Primary,Mixed,Rocky,Low,0,78.55,100.0,0
9089,18,6,282,4,12,771500000,1433500000,-0.4618,902,236,14,4,Autoroute,Primary,Coastal,Sandy,Low,3,31.37,100.0,1
1840,9,2,131,1,5,38500000,42500000,-0.0941,224,90,3,1,Provincial,Secondary,Mixed,Clay,Moderate,1,82.3,100.0,0
1699,10,5,232,3,10,581500000,585000000,-0.006,897,247,7,2,National,Primary,Mountainous,Rocky,Moderate,0,97.4,100.0,0
8959,10,4,887,12,18,61500000,110000000,-0.4409,987,165,3,1,Regional,Secondary,Coastal,Sandy,Moderate,2,45.58,100.0,1
8608,6,4,359,6,11,474500000,759000000,-0.3748,932,162,14,4,National,Primary,Mixed,Sandy,Low,2,37.85,100.0,1
4317,9,8,547,6,18,381000000,353500000,0.0778,581,192,7,2,Regional,Secondary,Mixed,Sandy,Moderate,0,82.49,92.78,0
6464,24,3,669,11,27,56500000,62000000,-0.0887,616,141,3,1,Provincial,Secondary,Mixed,Sandy,Moderate,1,79.39,100.0,0
6585,19,4,537,4,30,142000000,130000000,0.0923,508,184,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,0,84.16,91.55,0
419,19,5,577,7,27,325000000,324000000,0.0031,154,49,14,4,Autoroute,Primary,Coastal,Rocky,Low,0,74.22,99.69,0
9697,22,9,721,3,14,272000000,186500000,0.4584,416,105,7,2,Regional,Secondary,Coastal,Sandy,Low,3,42.62,68.57,1
6224,10,9,344,3,15,125000000,119000000,0.0504,1000,182,3,1,Provincial,Secondary,Flat,Clay,Moderate,0,97.47,95.2,0
1319,4,3,190,2,4,71000000,73000000,-0.0274,152,54,7,2,Regional,Secondary,Mixed,Rocky,Low,1,78.32,100.0,0
9500,7,4,693,3,25,68500000,99500000,-0.3116,675,160,3,1,Provincial,Secondary,Coastal,Rocky,High,2,47.78,100.0,1
1550,7,0,105,1,3,64000000,69500000,-0.0791,335,97,3,1,Provincial,Secondary,Mountainous,Clay,Low,0,74.58,100.0,0
3404,6,5,573,10,12,142500000,152500000,-0.0656,705,163,3,1,Regional,Secondary,Flat,Rocky,High,0,87.95,100.0,0
7713,24,8,602,4,23,591000000,856500000,-0.31,273,135,14,4,Autoroute,Primary,Mixed,Sandy,Low,3,47.23,100.0,1
373,18,6,638,9,26,600000000,618000000,-0.0291,705,249,7,2,Regional,Secondary,Mountainous,Sandy,High,1,99.75,100.0,0
6945,5,0,180,1,7,41500000,45000000,-0.0778,385,91,3,1,Provincial,Secondary,Mixed,Sandy,Low,0,75.27,100.0,0
163,4,3,76,1,3,52500000,48000000,0.0938,471,95,3,1,Provincial,Secondary,Flat,Clay,Low,1,92.42,91.43,0
5635,12,8,501,4,26,85500000,85000000,0.0059,564,175,3,1,Provincial,Secondary,Coastal,Clay,High,0,96.03,99.42,0
3529,11,8,340,3,10,1337500000,1374000000,-0.0266,656,223,14,4,Autoroute,Primary,Mixed,Sandy,Moderate,0,99.48,100.0,0
7388,9,8,250,4,13,105000000,185000000,-0.4324,435,89,7,2,National,Primary,Coastal,Rocky,Moderate,2,42.31,100.0,1
6934,27,7,743,7,24,1087000000,1023000000,0.0626,454,136,14,4,Autoroute,Primary,Coastal,Sandy,Moderate,0,81.6,94.11,0
8720,17,6,954,3,19,111000000,70500000,0.5745,454,101,3,1,Regional,Secondary,Coastal,Clay,Moderate,3,43.6,63.51,1
6304,22,7,717,11,35,597500000,609000000,-0.0189,731,124,14,4,Autoroute,Primary,Flat,Clay,Low,0,78.76,100.0,0
9686,25,3,774,13,5,665500000,1126000000,-0.409,682,202,14,4,Autoroute,Primary,Desert,Sandy,Moderate,2,37.63,100.0,1
444,17,8,808,15,47,78000000,72500000,0.0759,688,124,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,0,81.68,92.95,0
477,7,7,593,5,22,1671000000,1685000000,-0.0083,1045,196,14,4,Autoroute,Primary,Coastal,Sandy,High,1,71.66,100.0,0
3663,10,6,946,9,11,56000000,60000000,-0.0667,173,32,7,2,National,Primary,Coastal,Sandy,Low,0,99.95,100.0,0
6209,25,9,922,9,26,274500000,290500000,-0.0551,1115,194,7,2,Regional,Secondary,Flat,Clay,Moderate,0,99.64,100.0,0
1670,2,2,85,1,3,51500000,50000000,0.03,270,94,3,1,Provincial,Secondary,Desert,Sandy,Low,0,76.11,97.09,0
8148,24,8,277,4,11,159000000,114500000,0.3886,477,145,3,1,Regional,Secondary,Coastal,Sandy,High,3,49.41,72.01,1
4495,24,8,308,5,9,173000000,179500000,-0.0362,1023,205,3,1,Regional,Secondary,Mixed,Clay,Moderate,1,79.7,100.0,0
1494,11,8,212,3,5,413000000,424000000,-0.0259,115,51,14,4,Autoroute,Primary,Mountainous,Rocky,High,0,85.94,100.0,0
6963,21,4,314,4,19,324000000,329000000,-0.0152,243,56,14,4,Autoroute,Primary,Mixed,Rocky,Moderate,0,95.53,100.0,0
6050,11,5,712,3,11,980500000,929000000,0.0554,622,185,14,4,Autoroute,Primary,Flat,Sandy,Low,0,72.54,94.75,0
2438,16,6,649,6,32,592500000,575500000,0.0295,488,111,14,4,Autoroute,Primary,Desert,Clay,Low,0,89.84,97.13,0
288,9,5,860,14,54,203500000,223500000,-0.0895,1023,234,3,1,Regional,Secondary,Mixed,Sandy,High,1,91.45,100.0,0
3044,6,9,430,3,19,1199500000,1127000000,0.0643,742,222,14,4,National,Primary,Flat,Clay,Moderate,0,94.37,93.96,0
4035,24,7,616,4,31,221500000,233000000,-0.0494,487,157,7,2,Regional,Secondary,Coastal,Sandy,High,0,74.25,100.0,0
3929,21,6,348,4,9,657000000,705500000,-0.0687,904,231,7,2,National,Primary,Desert,Rocky,High,0,75.98,100.0,0
1634,10,3,426,5,16,126000000,128500000,-0.0195,587,232,3,1,Provincial,Secondary,Desert,Rocky,High,0,75.78,100.0,0
132,21,5,479,6,18,257000000,280500000,-0.0838,393,127,7,2,National,Primary,Desert,Sandy,High,0,87.35,100.0,0
3915,8,5,223,3,5,107000000,111000000,-0.036,847,219,3,1,Provincial,Secondary,Desert,Rocky,Low,0,70.85,100.0,0
4991,17,8,308,3,19,570500000,555000000,0.0279,798,138,14,4,National,Primary,Mixed,Clay,Moderate,0,71.85,97.28,0
8304,29,8,238,4,9,1554500000,1191500000,0.3047,794,191,14,4,Autoroute,Primary,Flat,Clay,Moderate,3,36.58,76.65,1
1816,20,5,331,3,18,76500000,84500000,-0.0947,479,176,3,1,Provincial,Secondary,Desert,Sandy,Moderate,0,78.35,100.0,0
9773,21,9,824,3,11,128500000,225000000,-0.4289,411,133,7,2,National,Primary,Flat,Sandy,Low,2,38.96,100.0,1
8592,9,8,896,14,56,608000000,964500000,-0.3696,421,174,14,4,Autoroute,Primary,Flat,Sandy,Moderate,3,35.58,100.0,1
8215,27,6,779,4,24,168000000,254500000,-0.3399,1127,204,7,2,Regional,Secondary,Flat,Rocky,Low,2,45.54,100.0,1
8849,25,6,633,7,21,614000000,432500000,0.4197,909,212,7,2,National,Primary,Desert,Sandy,Moderate,3,32.7,70.44,1
6285,16,9,953,11,56,255500000,233000000,0.0966,224,39,14,4,Autoroute,Primary,Flat,Rocky,Low,0,80.62,91.19,0
9289,19,8,222,4,7,588500000,417500000,0.4096,691,221,7,2,Regional,Secondary,Coastal,Rocky,High,3,52.37,70.94,1
1696,7,5,477,6,12,296000000,322500000,-0.0822,826,156,7,2,National,Primary,Flat,Sandy,High,0,96.49,100.0,0
1346,7,7,600,7,36,95000000,86500000,0.0983,669,124,3,1,Regional,Secondary,Mixed,Clay,Low,0,73.99,91.05,0
6799,18,5,346,3,13,418500000,458000000,-0.0862,384,192,7,2,National,Primary,Desert,Rocky,Low,1,93.29,100.0,0
7477,4,4,116,1,3,69000000,135000000,-0.4889,446,94,7,2,Regional,Secondary,Coastal,Sandy,Moderate,3,50.93,100.0,1
9350,9,3,733,8,30,1307000000,916000000,0.4269,507,160,14,4,Autoroute,Primary,Desert,Clay,Low,3,40.51,70.08,1
4284,10,9,896,12,55,299000000,306000000,-0.0229,255,47,14,4,Autoroute,Primary,Mixed,Rocky,Low,0,92.58,100.0,0
4807,11,7,832,9,47,1691500000,1568500000,0.0784,482,203,14,4,Autoroute,Primary,Coastal,Sandy,High,0,84.64,92.73,0
5475,9,1,100,1,4,112000000,111500000,0.0045,465,98,3,1,Regional,Secondary,Mountainous,Clay,High,0,95.71,99.55,0
3579,21,9,285,4,9,271000000,261000000,0.0383,127,36,14,4,Autoroute,Primary,Mixed,Clay,Moderate,1,70.71,96.31,0
6193,7,7,539,7,14,807500000,877500000,-0.0798,439,145,14,4,Autoroute,Primary,Coastal,Rocky,Low,0,99.95,100.0,0
2181,15,8,724,9,44,76500000,79000000,-0.0316,645,118,3,1,Regional,Secondary,Flat,Rocky,Low,0,93.05,100.0,0
1520,16,3,434,7,11,388000000,409500000,-0.0525,824,212,7,2,Regional,Secondary,Mixed,Sandy,Moderate,0,75.28,100.0,0
1708,5,3,510,4,30,1333500000,1317500000,0.0121,1276,225,14,4,National,Primary,Desert,Clay,High,0,97.19,98.8,0
7480,19,6,564,9,35,271000000,433000000,-0.3741,749,192,7,2,National,Primary,Coastal,Sandy,Low,2,34.58,100.0,1
2815,20,5,847,5,16,111500000,121500000,-0.0823,322,149,3,1,Provincial,Secondary,Mountainous,Rocky,High,0,93.3,100.0,0
3521,7,9,316,4,13,324000000,305500000,0.0606,211,61,14,4,National,Primary,Coastal,Sandy,Moderate,0,88.69,94.29,0
364,29,7,766,13,20,144000000,144500000,-0.0035,483,235,3,1,Provincial,Secondary,Mixed,Rocky,Low,0,82.45,100.0,0
3847,7,4,70,1,3,126500000,122000000,0.0369,385,93,7,2,Regional,Secondary,Mixed,Clay,Moderate,0,85.48,96.44,0
1605,21,4,486,6,15,750500000,774500000,-0.031,548,128,14,4,National,Primary,Desert,Sandy,High,0,75.43,100.0,0
4396,10,3,642,5,25,83000000,78500000,0.0573,622,211,3,1,Provincial,Secondary,Flat,Clay,Moderate,0,87.48,94.58,0
4782,6,6,711,3,13,64000000,65500000,-0.0229,526,176,3,1,Provincial,Secondary,Mixed,Rocky,Low,0,92.28,100.0,0
1547,22,6,687,5,16,136000000,139500000,-0.0251,162,55,7,2,National,Primary,Desert,Rocky,Moderate,0,74.73,100.0,0
8796,3,0,47,1,3,23000000,42000000,-0.4524,193,62,3,1,Regional,Secondary,Coastal,Rocky,Moderate,2,54.03,100.0,1
3924,24,5,382,5,23,841000000,844500000,-0.0041,607,119,14,4,Autoroute,Primary,Desert,Rocky,High,0,87.55,100.0,0
2729,13,6,668,10,22,1504000000,1625000000,-0.0745,575,225,14,4,Autoroute,Primary,Coastal,Rocky,High,0,96.46,100.0,0
6674,24,9,464,7,7,101500000,112500000,-0.0978,1166,217,3,1,Provincial,Secondary,Desert,Rocky,Moderate,1,87.32,100.0,0
6935,18,7,841,13,51,1150500000,1253000000,-0.0818,803,163,14,4,Autoroute,Primary,Mountainous,Clay,Moderate,0,98.2,100.0,0
4608,28,7,564,8,33,568000000,579500000,-0.0198,1108,245,7,2,National,Primary,Mixed,Clay,High,0,75.41,100.0,0
6416,7,3,153,1,3,22000000,22500000,-0.0222,163,46,3,1,Provincial,Secondary,Desert,Rocky,Low,0,95.12,100.0,0
3140,5,9,697,7,36,135000000,129500000,0.0425,1041,205,3,1,Provincial,Secondary,Flat,Sandy,High,0,99.61,95.93,0
338,6,4,515,3,20,217000000,234500000,-0.0746,766,246,3,1,Regional,Secondary,Mixed,Clay,High,0,82.89,100.0,0
7636,24,8,373,3,19,408000000,610000000,-0.3311,344,84,14,4,Autoroute,Primary,Mixed,Rocky,High,3,37.65,100.0,1
8943,15,7,645,10,20,100000000,163500000,-0.3884,1090,246,3,1,Regional,Secondary,Coastal,Clay,Low,2,36.33,100.0,1
7918,15,4,690,6,45,863000000,552500000,0.562,538,232,7,2,National,Primary,Mountainous,Sandy,Low,3,45.5,64.02,1
7244,27,3,452,6,5,466000000,305500000,0.5254,868,146,7,2,National,Primary,Coastal,Sandy,Low,3,39.9,65.56,1
4741,6,8,812,15,37,399000000,385500000,0.035,331,58,14,4,Autoroute,Primary,Mountainous,Sandy,Low,0,76.23,96.62,0
1461,24,3,332,3,21,126500000,129000000,-0.0194,488,201,3,1,Provincial,Secondary,Coastal,Clay,Low,0,82.35,100.0,0
8700,14,4,599,6,21,615500000,438000000,0.4053,306,76,14,4,Autoroute,Primary,Flat,Rocky,Moderate,2,45.48,71.16,1
6325,1,0,73,1,3,15500000,14500000,0.069,177,32,3,1,Provincial,Secondary,Mountainous,Sandy,Low,1,72.94,93.55,0
6867,29,9,224,4,12,211000000,233500000,-0.0964,161,44,14,4,Autoroute,Primary,Flat,Sandy,Low,0,90.44,100.0,0
4525,7,8,750,5,45,300500000,298500000,0.0067,443,94,7,2,National,Primary,Mountainous,Clay,High,0,70.79,99.33,0
5706,12,8,378,5,12,262000000,249000000,0.0522,147,43,14,4,Autoroute,Primary,Flat,Sandy,Moderate,1,75.46,95.04,0
8370,21,3,352,3,12,222500000,146500000,0.5188,424,123,7,2,Regional,Secondary,Desert,Rocky,Low,3,36.57,65.84,1
8468,12,3,959,13,32,85500000,129000000,-0.3372,231,52,7,2,National,Primary,Coastal,Clay,Moderate,2,54.23,100.0,1
221,9,4,113,1,3,45000000,46000000,-0.0217,231,58,3,1,Provincial,Secondary,Mountainous,Sandy,High,1,73.14,100.0,0
3495,7,8,485,6,20,305000000,285000000,0.0702,542,117,7,2,National,Primary,Coastal,Clay,Moderate,0,75.88,93.44,0
3844,26,9,242,3,7,141500000,136500000,0.0366,1251,219,3,1,Provincial,Secondary,Coastal,Sandy,Moderate,0,70.19,96.47,0
8491,13,3,967,16,50,71000000,130500000,-0.4559,109,43,7,2,National,Primary,Coastal,Rocky,Moderate,3,38.79,100.0,1
215,7,9,831,9,31,257500000,273000000,-0.0568,495,118,7,2,National,Primary,Mountainous,Rocky,Moderate,0,95.27,100.0,0
7892,13,8,934,10,57,232000000,435500000,-0.4673,526,190,7,2,Regional,Secondary,Coastal,Clay,High,3,41.25,100.0,1
1877,12,5,287,4,7,1110000000,1019000000,0.0893,955,165,14,4,National,Primary,Mountainous,Sandy,High,0,76.23,91.8,0
790,17,9,215,4,9,1651500000,1553500000,0.0631,1361,240,14,4,Autoroute,Primary,Coastal,Sandy,Low,1,76.21,94.07,0
8565,10,5,856,14,52,61500000,121000000,-0.4917,163,68,7,2,National,Primary,Desert,Rocky,Low,3,39.64,100.0,1
3959,8,4,328,5,16,144500000,152000000,-0.0493,600,111,7,2,Regional,Secondary,Coastal,Rocky,Moderate,0,97.56,100.0,0
7970,7,5,519,5,25,3222500000,2055500000,0.5677,997,224,14,4,Autoroute,Primary,Mountainous,Rocky,High,2,52.89,63.79,1
3491,14,7,593,9,24,1672000000,1834500000,-0.0886,960,239,14,4,Autoroute,Primary,Mountainous,Clay,Low,0,86.55,100.0,0
2140,6,1,123,1,4,28500000,28500000,0.0,158,54,3,1,Provincial,Secondary,Desert,Sandy,High,0,97.6,100.0,0
4407,10,4,275,3,11,1057500000,962500000,0.0987,609,159,14,4,Autoroute,Primary,Coastal,Sandy,Low,0,88.14,91.02,0
5319,19,4,372,5,9,267000000,245500000,0.0876,394,178,7,2,Regional,Secondary,Mixed,Clay,Moderate,0,79.83,91.95,0
8001,6,4,320,5,13,144000000,97500000,0.4769,940,163,3,1,Provincial,Secondary,Coastal,Clay,High,3,52.55,67.71,1
2896,19,5,622,5,17,972500000,1045500000,-0.0698,1017,176,14,4,Autoroute,Primary,Flat,Sandy,Low,0,77.19,100.0,0
3555,5,7,337,5,14,1453500000,1562500000,-0.0698,927,218,14,4,Autoroute,Primary,Coastal,Rocky,High,0,76.45,100.0,0
4806,20,8,970,5,18,1164000000,1252000000,-0.0703,925,168,14,4,Autoroute,Primary,Mixed,Sandy,High,0,70.66,100.0,0
4506,10,9,200,4,7,189500000,173500000,0.0922,795,221,3,1,Provincial,Secondary,Mountainous,Sandy,High,0,81.91,91.56,0
9425,14,9,506,9,32,258500000,172000000,0.5029,1308,222,3,1,Provincial,Secondary,Desert,Rocky,High,2,39.38,66.54,1
1756,17,4,962,6,47,147000000,141500000,0.0389,192,42,7,2,National,Primary,Mountainous,Rocky,Moderate,0,83.21,96.26,0
1410,7,5,315,5,10,142000000,152000000,-0.0658,490,227,3,1,Provincial,Secondary,Mixed,Clay,High,0,74.91,100.0,0
9018,13,9,227,3,13,977000000,1430500000,-0.317,462,182,14,4,Autoroute,Primary,Mixed,Clay,High,3,42.56,100.0,1
3975,21,3,865,7,13,955500000,874500000,0.0926,1020,180,14,4,National,Primary,Mixed,Sandy,Moderate,0,77.93,91.52,0
3301,3,3,116,1,4,64500000,63500000,0.0157,254,88,3,1,Regional,Secondary,Mountainous,Rocky,Moderate,0,88.09,98.45,0
6293,10,3,630,10,38,543500000,590000000,-0.0788,352,82,14,4,Autoroute,Primary,Mixed,Sandy,Moderate,0,91.35,100.0,0
9447,9,7,450,3,27,46000000,76500000,-0.3987,460,127,3,1,Regional,Secondary,Flat,Clay,Moderate,2,31.74,100.0,1
7656,8,5,382,3,11,716500000,1309000000,-0.4526,658,179,14,4,Autoroute,Primary,Mountainous,Clay,Low,2,35.12,100.0,1
9054,3,0,150,2,3,21000000,32000000,-0.3438,325,81,3,1,Provincial,Secondary,Coastal,Rocky,Low,3,33.36,100.0,1
7681,18,4,550,10,6,484000000,317000000,0.5268,123,50,14,4,Autoroute,Primary,Flat,Clay,High,2,34.76,65.5,1
8637,10,8,624,5,10,744500000,541000000,0.3762,715,193,7,2,National,Primary,Coastal,Rocky,High,3,50.71,72.67,1
8791,29,6,277,3,7,504500000,892500000,-0.4347,770,172,14,4,Autoroute,Primary,Desert,Sandy,Low,2,33.68,100.0,1
1897,7,2,194,1,5,82500000,76500000,0.0784,169,42,7,2,Regional,Secondary,Desert,Rocky,High,0,74.3,92.73,0
5655,19,8,454,7,27,184000000,168000000,0.0952,1116,190,3,1,Provincial,Secondary,Mountainous,Sandy,High,0,98.22,91.3,0
5175,12,4,813,5,33,644000000,702000000,-0.0826,284,89,14,4,Autoroute,Primary,Coastal,Rocky,High,0,87.46,100.0,0
6288,11,7,360,6,14,130500000,126500000,0.0316,578,196,3,1,Regional,Secondary,Flat,Clay,Low,1,91.31,96.93,0
3250,8,3,142,1,5,100500000,104500000,-0.0383,185,70,7,2,Regional,Secondary,Mixed,Sandy,High,0,93.43,100.0,0
1962,7,8,365,6,19,906500000,845500000,0.0721,389,142,14,4,Autoroute,Primary,Desert,Clay,Moderate,0,76.57,93.27,0
1495,6,5,798,12,51,1231000000,1162000000,0.0594,764,184,14,4,Autoroute,Primary,Desert,Sandy,High,0,80.77,94.39,0
6554,29,6,878,11,20,104000000,112000000,-0.0714,141,47,7,2,National,Primary,Coastal,Sandy,High,0,81.97,100.0,0
25,8,8,549,9,7,50000000,52000000,-0.0385,410,101,3,1,Provincial,Secondary,Desert,Rocky,Low,0,99.28,100.0,0
2571,25,6,246,4,13,1111500000,1174000000,-0.0532,876,167,14,4,Autoroute,Primary,Flat,Sandy,High,0,73.29,100.0,0
3729,4,3,51,1,3,136500000,124000000,0.1008,215,87,7,2,Regional,Secondary,Desert,Clay,Moderate,0,89.07,90.84,0
6510,26,9,782,6,40,1121000000,1101000000,0.0182,821,152,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,99.12,98.22,0
78,11,3,957,8,47,538500000,519500000,0.0366,424,89,14,4,Autoroute,Primary,Mixed,Sandy,Low,0,97.02,96.47,0
596,16,9,253,4,11,167000000,160000000,0.0437,886,242,3,1,Regional,Secondary,Mountainous,Clay,Low,0,96.44,95.81,0
3637,29,4,437,3,15,274500000,262500000,0.0457,187,44,14,4,Autoroute,Primary,Flat,Sandy,Low,0,74.79,95.63,0
858,24,3,945,7,5,1202000000,1145000000,0.0498,531,139,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,99.91,95.26,0
4965,6,1,195,1,4,30000000,27500000,0.0909,148,30,3,1,Regional,Secondary,Mountainous,Rocky,Low,0,83.07,91.67,0
372,5,5,739,13,41,88000000,90000000,-0.0222,138,33,7,2,National,Primary,Coastal,Rocky,Moderate,0,82.47,100.0,0
5775,6,4,575,6,16,87500000,92500000,-0.0541,527,124,3,1,Provincial,Secondary,Mountainous,Clay,Low,1,95.68,100.0,0
4803,8,4,381,3,14,75500000,79000000,-0.0443,1007,210,3,1,Provincial,Secondary,Flat,Clay,Low,0,86.87,100.0,0
394,10,3,524,7,24,439500000,410000000,0.072,763,195,7,2,National,Primary,Desert,Clay,High,0,87.12,93.29,0
8389,8,4,147,1,4,84500000,57000000,0.4825,332,76,3,1,Regional,Secondary,Mixed,Clay,Low,2,30.16,67.46,1
1769,28,4,944,10,16,406000000,435000000,-0.0667,549,164,7,2,National,Primary,Coastal,Sandy,Low,0,79.37,100.0,0
9623,18,5,550,3,28,49500000,90000000,-0.45,678,212,3,1,Provincial,Secondary,Flat,Clay,Low,2,43.15,100.0,1
7851,21,5,610,7,30,864500000,633000000,0.3657,1199,230,7,2,National,Primary,Coastal,Clay,Low,3,35.36,73.22,1
733,13,8,431,6,14,309000000,312000000,-0.0096,449,120,7,2,National,Primary,Desert,Sandy,Moderate,0,74.91,100.0,0
2354,25,8,990,7,15,1475500000,1427500000,0.0336,734,200,14,4,Autoroute,Primary,Mountainous,Rocky,Moderate,0,96.6,96.75,0
4151,23,8,861,5,9,610000000,584000000,0.0445,516,234,7,2,National,Primary,Flat,Clay,Moderate,0,88.53,95.74,0
8461,9,5,668,7,8,1314000000,824000000,0.5947,352,152,14,4,Autoroute,Primary,Mixed,Sandy,Low,3,47.39,62.71,1
7497,14,6,778,3,27,498000000,344500000,0.4456,376,125,7,2,National,Primary,Mixed,Rocky,High,3,50.91,69.18,1
6733,8,3,487,8,29,95500000,89500000,0.067,1283,243,3,1,Provincial,Secondary,Coastal,Sandy,Low,0,73.73,93.72,0
9112,3,0,132,1,4,64500000,43000000,0.5,201,73,3,1,Regional,Secondary,Flat,Sandy,Moderate,3,42.34,66.67,1
1205,15,4,690,11,8,369000000,380500000,-0.0302,1235,232,7,2,Regional,Secondary,Mixed,Rocky,High,0,74.37,100.0,0
3981,10,3,636,4,37,695000000,760500000,-0.0861,344,101,14,4,Autoroute,Primary,Mountainous,Clay,Moderate,0,91.64,100.0,0
1843,9,7,423,7,7,608500000,576500000,0.0555,214,97,14,4,Autoroute,Primary,Coastal,Clay,Low,0,76.74,94.74,0
3338,20,6,539,8,19,464500000,434500000,0.069,553,178,7,2,National,Primary,Flat,Rocky,High,1,84.05,93.54,0
6055,21,7,885,15,36,172000000,158500000,0.0852,507,203,3,1,Regional,Secondary,Mixed,Clay,High,0,98.33,92.15,0
5121,27,6,575,8,18,120000000,128500000,-0.0661,1137,244,3,1,Provincial,Secondary,Mixed,Clay,Low,0,77.8,100.0,0
4143,26,6,334,5,14,184500000,185500000,-0.0054,317,79,7,2,National,Primary,Flat,Rocky,Low,0,79.06,100.0,0
8176,9,3,834,8,40,645500000,453000000,0.4249,846,216,7,2,Regional,Secondary,Desert,Clay,High,2,53.4,70.18,1
4540,29,3,992,4,11,39000000,40000000,-0.025,661,113,3,1,Provincial,Secondary,Flat,Sandy,Low,0,78.34,100.0,0
1532,28,6,298,3,15,263000000,241500000,0.089,1443,246,3,1,Regional,Secondary,Mountainous,Rocky,High,0,84.69,91.83,0
9002,19,3,678,4,5,150000000,242500000,-0.3814,1141,229,3,1,Regional,Secondary,Mixed,Clay,High,2,50.06,100.0,1
287,14,5,736,6,33,221000000,233500000,-0.0535,544,153,7,2,Regional,Secondary,Desert,Sandy,Low,0,91.22,100.0,0
6098,16,6,984,6,47,1517000000,1542500000,-0.0165,638,225,14,4,Autoroute,Primary,Mixed,Sandy,High,0,75.41,100.0,0
5586,21,7,755,12,17,1053500000,1024500000,0.0283,752,142,14,4,Autoroute,Primary,Desert,Sandy,High,0,86.5,97.25,0
1361,8,6,528,4,33,445000000,409000000,0.088,772,160,7,2,National,Primary,Mountainous,Sandy,Moderate,0,70.19,91.91,0
1620,23,9,239,4,14,86500000,80500000,0.0745,488,156,3,1,Provincial,Secondary,Flat,Sandy,Low,0,95.58,93.06,0
4943,22,9,924,3,24,338000000,338000000,0.0,233,89,7,2,National,Primary,Mountainous,Rocky,High,0,76.4,100.0,0
4363,21,4,378,5,10,950500000,966000000,-0.016,906,153,14,4,Autoroute,Primary,Mountainous,Sandy,Low,0,87.13,100.0,0
2621,2,0,64,1,3,96500000,91000000,0.0604,206,50,7,2,Regional,Secondary,Coastal,Clay,High,1,83.76,94.3,0
6030,22,6,470,4,26,132500000,135500000,-0.0221,403,151,3,1,Regional,Secondary,Desert,Clay,Moderate,0,99.66,100.0,0
5092,5,9,778,9,7,240500000,252000000,-0.0456,196,44,14,4,Autoroute,Primary,Desert,Rocky,Low,1,75.99,100.0,0
3923,5,1,195,2,8,53000000,50000000,0.06,254,71,3,1,Provincial,Secondary,Mountainous,Clay,Moderate,0,70.11,94.34,0
9035,17,7,976,14,28,195000000,305000000,-0.3607,836,146,7,2,Regional,Secondary,Coastal,Clay,High,3,30.03,100.0,1
2175,24,5,317,3,11,102000000,97500000,0.0462,349,157,3,1,Provincial,Secondary,Coastal,Clay,Moderate,0,92.19,95.59,0
7150,25,9,620,3,22,134000000,196000000,-0.3163,96,35,14,4,Autoroute,Primary,Coastal,Clay,Low,3,35.51,100.0,1
7780,4,4,169,2,6,8500000,13500000,-0.3704,99,33,3,1,Provincial,Secondary,Desert,Sandy,Low,2,33.5,100.0,1
7272,8,9,370,4,23,658000000,1248000000,-0.4728,1142,231,14,4,Autoroute,Primary,Desert,Clay,Low,2,49.78,100.0,1
8589,7,1,36,1,3,261000000,188000000,0.3883,223,99,7,2,Regional,Secondary,Mountainous,Sandy,High,3,54.79,72.03,1
